Id,SalePrice
1461,123731.640625
1462,153625.28125
1463,186628.15625
1464,187547.625
1465,189027.0625
1466,178403.375
1467,174208.265625
1468,169876.5625
1469,184008.5
1470,115322.875
1471,207733.578125
1472,98208.734375
1473,103945.546875
1474,157742.0
1475,131028.875
1476,315586.1875
1477,239800.125
1478,274898.65625
1479,248451.3125
1480,516439.3125
1481,352416.96875
1482,203894.546875
1483,172401.921875
1484,166137.203125
1485,182818.46875
1486,197772.59375
1487,297087.25
1488,235699.0
1489,199239.578125
1490,221363.984375
1491,190938.6875
1492,83699.171875
1493,179222.03125
1494,266941.34375
1495,281261.46875
1496,252592.765625
1497,183236.390625
1498,160395.796875
1499,155910.125
1500,158754.3125
1501,177942.875
1502,161009.671875
1503,313570.125
1504,238828.125
1505,226374.84375
1506,175131.703125
1507,235023.953125
1508,184766.359375
1509,159997.390625
1510,144156.890625
1511,146717.078125
1512,168577.90625
1513,144037.65625
1514,174468.5625
1515,217878.8125
1516,160562.6875
1517,156399.5625
1518,126724.1953125
1519,224014.828125
1520,133016.859375
1521,138188.828125
1522,169273.515625
1523,116527.9296875
1524,122908.90625
1525,128438.703125
1526,119314.5390625
1527,106037.2109375
1528,131114.765625
1529,150389.203125
1530,169362.46875
1531,98630.328125
1532,98148.3984375
1533,140386.484375
1534,115152.484375
1535,155240.21875
1536,118981.4453125
1537,80775.0234375
1538,179004.796875
1539,242271.125
1540,102412.8046875
1541,148683.015625
1542,139104.375
1543,219985.3125
1544,66269.6484375
1545,97698.015625
1546,130917.8671875
1547,142300.234375
1548,133649.71875
1549,119535.1640625
1550,130486.6953125
1551,108971.921875
1552,141171.328125
1553,165922.578125
1554,117616.5625
1555,180749.5625
1556,96412.5390625
1557,112013.7421875
1558,87986.578125
1559,91785.515625
1560,130590.890625
1561,118055.8671875
1562,127390.5703125
1563,121459.7265625
1564,146272.328125
1565,154952.828125
1566,222616.203125
1567,68949.7890625
1568,214309.90625
1569,138368.671875
1570,138266.828125
1571,132849.046875
1572,145849.6875
1573,236009.921875
1574,114913.1875
1575,209476.828125
1576,238357.0
1577,194950.21875
1578,152547.421875
1579,142561.09375
1580,184951.828125
1581,152041.421875
1582,129296.484375
1583,323147.75
1584,243435.46875
1585,140812.984375
1586,73454.5390625
1587,107954.8046875
1588,163951.0
1589,83161.328125
1590,132184.359375
1591,107679.828125
1592,127881.484375
1593,119006.765625
1594,155945.921875
1595,118815.2109375
1596,231180.6875
1597,173679.96875
1598,213655.171875
1599,182622.328125
1600,174863.796875
1601,84509.265625
1602,107486.2421875
1603,87890.5078125
1604,279417.28125
1605,241513.90625
1606,170296.234375
1607,158460.5
1608,205331.40625
1609,184239.6875
1610,160805.203125
1611,147041.578125
1612,173484.375
1613,158267.203125
1614,120518.5
1615,89061.703125
1616,74196.9453125
1617,92894.7734375
1618,125266.09375
1619,135878.65625
1620,156405.078125
1621,142572.484375
1622,141759.828125
1623,290354.53125
1624,229446.40625
1625,108623.421875
1626,164564.9375
1627,186121.578125
1628,266458.9375
1629,180235.5625
1630,397078.46875
1631,217435.390625
1632,240762.59375
1633,171480.015625
1634,193868.84375
1635,180931.984375
1636,162634.671875
1637,176982.328125
1638,195656.40625
1639,174449.9375
1640,238566.984375
1641,179533.0625
1642,229702.328125
1643,209526.890625
1644,228072.5
1645,177365.1875
1646,164821.1875
1647,158043.828125
1648,137150.71875
1649,138182.921875
1650,116239.3515625
1651,126307.9296875
1652,96539.359375
1653,94998.421875
1654,147278.640625
1655,143762.75
1656,153421.984375
1657,147805.171875
1658,154092.34375
1659,132145.640625
1660,153511.03125
1661,493637.21875
1662,378249.71875
1663,339534.25
1664,510395.03125
1665,308780.8125
1666,348112.0
1667,374820.3125
1668,324112.65625
1669,283902.5625
1670,345083.53125
1671,278966.75
1672,520624.9375
1673,306277.46875
1674,257029.703125
1675,184158.75
1676,200423.3125
1677,216259.0625
1678,479883.40625
1679,413879.8125
1680,313663.75
1681,235863.46875
1682,285970.9375
1683,179435.625
1684,169995.3125
1685,172331.328125
1686,166824.328125
1687,172009.0625
1688,187070.640625
1689,190982.40625
1690,177928.921875
1691,176575.296875
1692,246195.203125
1693,168133.609375
1694,179187.328125
1695,171429.8125
1696,266749.34375
1697,179450.390625
1698,392975.40625
1699,305132.84375
1700,258372.984375
1701,258622.40625
1702,248536.296875
1703,241439.78125
1704,306421.8125
1705,223034.8125
1706,512129.71875
1707,209409.65625
1708,203173.578125
1709,270029.0
1710,225074.21875
1711,263947.90625
1712,232665.375
1713,264155.40625
1714,218408.65625
1715,209281.734375
1716,175568.171875
1717,167198.6875
1718,144275.203125
1719,204438.78125
1720,256360.140625
1721,173879.265625
1722,124905.7109375
1723,162822.390625
1724,193773.671875
1725,222020.90625
1726,185882.34375
1727,171864.5625
1728,179231.828125
1729,160782.78125
1730,154184.34375
1731,120089.28125
1732,129852.7421875
1733,118743.078125
1734,130351.40625
1735,132677.4375
1736,122480.6328125
1737,383477.9375
1738,211955.953125
1739,267316.71875
1740,220396.40625
1741,203750.625
1742,175189.203125
1743,171262.953125
1744,304476.21875
1745,238142.84375
1746,244988.59375
1747,206218.984375
1748,208173.390625
1749,156502.921875
1750,135761.84375
1751,211253.484375
1752,121399.78125
1753,135116.375
1754,191898.25
1755,165257.609375
1756,119073.0625
1757,122009.9609375
1758,146962.4375
1759,172370.515625
1760,156826.546875
1761,136886.265625
1762,193290.609375
1763,169389.59375
1764,119112.0078125
1765,180931.140625
1766,170043.5
1767,193441.765625
1768,149090.46875
1769,175020.9375
1770,138672.0625
1771,131271.328125
1772,143754.265625
1773,135235.8125
1774,122682.7109375
1775,127794.2578125
1776,124776.15625
1777,123143.9296875
1778,147132.5625
1779,105108.9140625
1780,172368.8125
1781,132083.75
1782,100389.140625
1783,145247.546875
1784,111270.5078125
1785,111769.7421875
1786,142349.359375
1787,157169.421875
1788,58704.796875
1789,91485.203125
1790,88791.203125
1791,181624.515625
1792,148260.78125
1793,132386.734375
1794,142890.328125
1795,139468.171875
1796,139945.9375
1797,107739.46875
1798,121735.1875
1799,114671.7109375
1800,134707.078125
1801,142876.625
1802,138986.296875
1803,147248.953125
1804,142788.59375
1805,137330.765625
1806,111370.9921875
1807,126024.203125
1808,123007.40625
1809,125834.125
1810,151603.390625
1811,97421.78125
1812,107701.84375
1813,122495.4765625
1814,97717.484375
1815,51493.49609375
1816,105748.5703125
1817,120912.1875
1818,136928.859375
1819,112555.7421875
1820,63278.49609375
1821,116157.75
1822,156346.890625
1823,47980.30078125
1824,169290.46875
1825,132855.34375
1826,109385.234375
1827,105826.5625
1828,152199.953125
1829,104241.1875
1830,148220.96875
1831,158629.0
1832,95233.1640625
1833,128146.4140625
1834,127018.9296875
1835,142670.421875
1836,137148.203125
1837,90400.078125
1838,137267.890625
1839,84138.828125
1840,168063.296875
1841,157425.640625
1842,96221.9609375
1843,134386.234375
1844,140901.671875
1845,151061.4375
1846,152207.765625
1847,161720.078125
1848,52689.88671875
1849,106813.4609375
1850,121779.640625
1851,160907.9375
1852,124665.6015625
1853,140138.484375
1854,172333.421875
1855,151734.515625
1856,206941.46875
1857,161788.640625
1858,132750.6875
1859,123151.875
1860,147035.90625
1861,123151.875
1862,284756.84375
1863,284892.21875
1864,284892.21875
1865,321808.875
1866,337091.71875
1867,227286.609375
1868,308390.53125
1869,221307.0625
1870,248645.21875
1871,254839.703125
1872,172837.359375
1873,216018.375
1874,139942.640625
1875,187748.78125
1876,190724.6875
1877,209941.171875
1878,205067.3125
1879,132011.40625
1880,140706.109375
1881,234059.75
1882,245700.8125
1883,197419.4375
1884,218441.859375
1885,248841.296875
1886,305376.875
1887,204613.484375
1888,273152.875
1889,166965.9375
1890,132973.984375
1891,145480.59375
1892,109487.1640625
1893,125536.5078125
1894,129623.03125
1895,135572.875
1896,124604.515625
1897,116127.765625
1898,111494.625
1899,153908.78125
1900,151000.359375
1901,179162.40625
1902,139878.0625
1903,223191.59375
1904,143569.78125
1905,197459.578125
1906,165492.71875
1907,212620.484375
1908,110255.3125
1909,136079.78125
1910,124648.8515625
1911,219811.125
1912,285514.34375
1913,141470.359375
1914,59405.515625
1915,323807.53125
1916,61559.234375
1917,245008.09375
1918,136499.21875
1919,165030.125
1920,143835.28125
1921,415147.875
1922,321667.375
1923,194460.1875
1924,217355.71875
1925,211268.203125
1926,388035.03125
1927,135554.359375
1928,158634.453125
1929,120747.609375
1930,132997.78125
1931,141107.703125
1932,139658.65625
1933,186130.484375
1934,172781.34375
1935,176012.953125
1936,181723.265625
1937,183565.578125
1938,173934.09375
1939,242528.296875
1940,184391.578125
1941,172350.8125
1942,195239.578125
1943,191343.953125
1944,346044.84375
1945,392787.65625
1946,151818.828125
1947,321506.28125
1948,167056.921875
1949,251823.140625
1950,175967.640625
1951,257108.578125
1952,242138.109375
1953,172167.046875
1954,195853.125
1955,130589.984375
1956,307062.9375
1957,155023.53125
1958,299542.65625
1959,131436.53125
1960,117748.6328125
1961,116391.953125
1962,92982.890625
1963,104145.53125
1964,113909.796875
1965,146645.28125
1966,145761.28125
1967,289142.46875
1968,441849.0625
1969,382447.8125
1970,463921.0625
1971,415967.71875
1972,366334.53125
1973,254488.328125
1974,314417.4375
1975,499026.0
1976,274449.40625
1977,345488.53125
1978,411843.59375
1979,313727.21875
1980,199637.546875
1981,312351.0
1982,223766.796875
1983,204355.984375
1984,170820.046875
1985,223114.375
1986,213936.796875
1987,189507.28125
1988,179931.296875
1989,189857.46875
1990,216756.53125
1991,232065.1875
1992,216784.734375
1993,168000.203125
1994,242904.0
1995,178719.375
1996,244052.78125
1997,297550.75
1998,339776.75
1999,267891.6875
2000,301606.3125
2001,261444.609375
2002,229652.125
2003,245519.328125
2004,268780.34375
2005,220810.3125
2006,232260.390625
2007,244026.5625
2008,206718.5
2009,188824.859375
2010,194408.0
2011,144685.078125
2012,187087.34375
2013,182268.4375
2014,192218.578125
2015,194288.046875
2016,195806.671875
2017,198615.703125
2018,122619.6875
2019,127529.125
2020,113536.265625
2021,109024.3515625
2022,171478.421875
2023,148720.0
2024,228709.578125
2025,419112.96875
2026,178120.84375
2027,152264.0625
2028,149871.78125
2029,174240.0625
2030,260651.15625
2031,245360.890625
2032,261395.140625
2033,252538.9375
2034,167894.8125
2035,212537.640625
2036,183458.015625
2037,189624.671875
2038,297213.71875
2039,219669.46875
2040,368676.40625
2041,296883.625
2042,200986.359375
2043,163763.46875
2044,162169.0
2045,208804.0625
2046,139615.234375
2047,145711.953125
2048,133714.078125
2049,130022.53125
2050,182018.53125
2051,102370.7890625
2052,121902.8203125
